,,,,,,,,,,,,
Foot Locker,1185732,2/5/2020,Northeast,New York,New York,Women's Apparel,$50.00 ,950,"$475,000 ","$118,750 ",25%,Outlet
Foot Locker,1185732,2/6/2020,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,220","$732,000 ","$366,000 ",50%,Outlet
Foot Locker,1185732,2/7/2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,925,"$508,750 ","$152,625 ",30%,Outlet
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,$50.00 ,900,"$450,000 ","$157,500 ",35%,Outlet
Foot Locker,1185732,2/9/2020,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,850,"$425,000 ","$148,750 ",35%,Outlet
Foot Locker,1185732,2/10/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,875,"$525,000 ","$157,500 ",30%,Outlet
Foot Locker,1185732,3/3/2020,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,000","$650,000 ","$162,500 ",25%,Outlet
Foot Locker,1185732,3/4/2020,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,250","$750,000 ","$375,000 ",50%,Outlet
Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,000","$550,000 ","$165,000 ",30%,Outlet
Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,$50.00 ,925,"$462,500 ","$161,875 ",35%,Outlet
Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,900,"$450,000 ","$157,500 ",35%,Outlet
Foot Locker,1185732,3/8/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,900,"$540,000 ","$162,000 ",30%,Outlet
Foot Locker,1185732,3/9/2020,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,050","$682,500 ","$170,625 ",25%,Outlet
Foot Locker,1185732,3/10/2020,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,275","$765,000 ","$382,500 ",50%,Outlet
Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,025","$563,750 ","$169,125 ",30%,Outlet
Foot Locker,1185732,3/12/2020,Northeast,New York,New York,Women's Street Footwear,$50.00 ,950,"$475,000 ","$166,250 ",35%,Outlet
Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,900,"$450,000 ","$157,500 ",35%,Outlet
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,925,"$555,000 ","$166,500 ",30%,Outlet
Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,100","$715,000 ","$178,750 ",25%,Outlet
Foot Locker,1185732,3/16/2020,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,250","$750,000 ","$375,000 ",50%,Outlet
Foot Locker,1185732,3/17/2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,025","$563,750 ","$169,125 ",30%,Outlet
Foot Locker,1185732,3/18/2020,Northeast,New York,New York,Women's Street Footwear,$50.00 ,950,"$475,000 ","$166,250 ",35%,Outlet
Foot Locker,1185732,3/31/2020,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,925,"$462,500 ","$161,875 ",35%,Outlet
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,900,"$540,000 ","$162,000 ",30%,Outlet
Walmart,1185732,4/18/2020,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,075","$698,750 ","$174,688 ",25%,Outlet
Walmart,1185732,4/19/2020,Northeast,New York,New York,Men's Street Footwear,$60.00 ,"1,200","$720,000 ","$360,000 ",50%,Outlet
Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,000","$550,000 ","$165,000 ",30%,Outlet
Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,$50.00 ,925,"$462,500 ","$161,875 ",35%,Outlet
Walmart,1185732,4/22/2020,Northeast,New York,New York,Women's Athletic Footwear,$50.00 ,900,"$450,000 ","$157,500 ",35%,Outlet
Walmart,1185732,4/23/2020,Northeast,New York,New York,Men's Apparel,$60.00 ,900,"$540,000 ","$162,000 ",30%,Outlet
Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,$65.00 ,"1,000","$650,000 ","$162,500 ",25%,Outlet
Walmart,1185732,4/25/2020,Northeast,New York,New York,Men's Apparel,$65.00 ,875,"$568,750 ","$170,625 ",30%,Outlet
Walmart,1185732,4/26/2020,Northeast,New York,New York,Women's Apparel,$70.00 ,"1,000","$700,000 ","$175,000 ",25%,Outlet
Walmart,1185732,4/27/2020,Northeast,New York,New York,Men's Street Footwear,$65.00 ,"1,150","$747,500 ","$373,750 ",50%,Outlet
Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,975,"$536,250 ","$160,875 ",30%,Outlet
Walmart,1185732,4/29/2020,Northeast,New York,New York,Women's Street Footwear,$55.00 ,920,"$506,000 ","$177,100 ",35%,Outlet
Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,$55.00 ,900,"$495,000 ","$173,250 ",35%,Outlet
Walmart,1185732,5/1/2020,Northeast,New York,New York,Men's Apparel,$65.00 ,875,"$568,750 ","$170,625 ",30%,Outlet
Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,$70.00 ,975,"$682,500 ","$170,625 ",25%,Outlet
Walmart,1185732,5/3/2020,Northeast,New York,New York,Men's Street Footwear,$65.00 ,"1,200","$780,000 ","$390,000 ",50%,Outlet
Walmart,1185732,5/4/2020,Northeast,New York,New York,Men's Athletic Footwear,$55.00 ,"1,000","$550,000 ","$165,000 ",30%,Outlet
Walmart,1185732,5/5/2020,Northeast,New York,New York,Women's Street Footwear,$55.00 ,950,"$522,500 ","$182,875 ",35%,Outlet
Walmart,1185732,5/6/2020,Northeast,New York,New York,Women's Athletic Footwear,$55.00 ,900,"$495,000 ","$173,250 ",35%,Outlet
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,$65.00 ,900,"$585,000 ","$175,500 ",30%,Outlet
Walmart,1185732,7/18/2020,Northeast,New York,New York,Women's Apparel,$70.00 ,"1,000","$700,000 ","$175,000 ",25%,Outlet
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,$25.00 ,900,"$225,000 ","$78,750 ",35%,Outlet
Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$35.00 ,900,"$315,000 ","$110,250 ",35%,Outlet
Sports Direct,1197831,7/21/2020,Northeast,New York,New York,Women's Street Footwear,$35.00 ,700,"$245,000 ","$85,750 ",35%,Outlet
Sports Direct,1197831,7/22/2020,Northeast,New York,New York,Women's Athletic Footwear,$35.00 ,700,"$245,000 ","$110,250 ",45%,Outlet
Sports Direct,1197831,7/23/2020,South,Texas,Houston,Men's Apparel,$40.00 ,550,"$220,000 ","$66,000 ",30%,Outlet
Sports Direct,1197831,7/24/2020,South,Texas,Houston,Women's Apparel,$35.00 ,700,"$245,000 ","$122,500 ",50%,Outlet
Sports Direct,1197831,7/25/2020,South,Texas,Houston,Men's Street Footwear,$25.00 ,850,"$212,500 ","$74,375 ",35%,Outlet
Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,$35.00 ,850,"$297,500 ","$104,125 ",35%,Outlet
Sports Direct,1197831,7/27/2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,675,"$236,250 ","$82,688 ",35%,Outlet
Sports Direct,1197831,7/28/2020,South,Texas,Houston,Women's Athletic Footwear,$35.00 ,625,"$218,750 ","$98,438 ",45%,Outlet
Sports Direct,1197831,7/29/2020,South,Texas,Houston,Men's Apparel,$40.00 ,500,"$200,000 ","$60,000 ",30%,Outlet
Sports Direct,1197831,7/30/2020,South,Texas,Houston,Women's Apparel,$35.00 ,700,"$245,000 ","$122,500 ",50%,Outlet
Sports Direct,1197831,7/31/2020,South,Texas,Houston,Men's Street Footwear,$30.00 ,875,"$262,500 ","$91,875 ",35%,Outlet
Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,$40.00 ,875,"$350,000 ","$122,500 ",35%,Outlet
Sports Direct,1197831,8/2/2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,700,"$245,000 ","$85,750 ",35%,Outlet
Sports Direct,1197831,8/3/2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,600,"$240,000 ","$108,000 ",45%,Outlet
Sports Direct,1197831,8/4/2020,South,Texas,Houston,Men's Apparel,$45.00 ,500,"$225,000 ","$67,500 ",30%,Outlet
Sports Direct,1197831,8/5/2020,South,Texas,Houston,Women's Apparel,$40.00 ,650,"$260,000 ","$130,000 ",50%,Outlet
Sports Direct,1197831,8/6/2020,South,Texas,Houston,Men's Street Footwear,$30.00 ,900,"$270,000 ","$94,500 ",35%,Outlet
Sports Direct,1197831,8/7/2020,South,Texas,Houston,Men's Athletic Footwear,$40.00 ,900,"$360,000 ","$126,000 ",35%,Outlet
Sports Direct,1197831,8/8/2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,725,"$253,750 ","$88,813 ",35%,Outlet
Sports Direct,1197831,8/9/2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,625,"$250,000 ","$112,500 ",45%,Outlet
Walmart,1197831,8/10/2020,South,Texas,Houston,Men's Apparel,$45.00 ,525,"$236,250 ","$70,875 ",30%,Outlet
Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,$40.00 ,800,"$320,000 ","$160,000 ",50%,Outlet
Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,$30.00 ,925,"$277,500 ","$97,125 ",35%,Outlet
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,$40.00 ,925,"$370,000 ","$129,500 ",35%,Outlet
Walmart,1197831,8/14/2020,South,Texas,Houston,Women's Street Footwear,$35.00 ,775,"$271,250 ","$94,938 ",35%,Outlet
Walmart,1197831,8/15/2020,South,Texas,Houston,Women's Athletic Footwear,$40.00 ,700,"$280,000 ","$126,000 ",45%,Outlet
Walmart,1197831,8/16/2020,South,Texas,Houston,Men's Apparel,$45.00 ,600,"$270,000 ","$81,000 ",30%,Outlet
Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,$40.00 ,950,"$380,000 ","$190,000 ",50%,Outlet
Walmart,1197831,8/18/2020,South,Texas,Houston,Men's Street Footwear,$40.00 ,950,"$380,000 ","$133,000 ",35%,Outlet
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
